rank,position,hand,player,years,years_active,total_goals,status,yr_start,season,age,team,league,season_games,goals,assists,points,plus_minus,penalty_min,goals_even,goals_power_play,goals_short_handed,goals_game_winner,headshot
146,Leftwing,Left,Vyacheslav Kozlov,1991-10,21,356,Retired,1991,2005-06,33,ATL,NHL,82,25,46,71,14.0,33,17.0,8.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/kozlovy01.jpg
146,Leftwing,Left,Vyacheslav Kozlov,1991-10,21,356,Retired,1991,2006-07,34,ATL,NHL,81,28,52,80,9.0,36,20.0,8.0,0.0,8.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/kozlovy01.jpg
146,Leftwing,Left,Vyacheslav Kozlov,1991-10,21,356,Retired,1991,2007-08,35,ATL,NHL,82,17,24,41,-10.0,26,12.0,5.0,0.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/kozlovy01.jpg
146,Leftwing,Left,Vyacheslav Kozlov,1991-10,21,356,Retired,1991,2008-09,36,ATL,NHL,82,26,50,76,-14.0,44,14.0,12.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/kozlovy01.jpg
146,Leftwing,Left,Vyacheslav Kozlov,1991-10,21,356,Retired,1991,2009-10,37,ATL,NHL,55,8,18,26,-15.0,33,5.0,3.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/kozlovy01.jpg
148,Rightwing,Right,Kevin Dineen,1984-03,21,355,Retired,1984,1984-85,21,HAR,NHL,57,25,16,41,-7.0,120,13.0,8.0,4.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/dineeke01.jpg
148,Rightwing,Right,Kevin Dineen,1984-03,21,355,Retired,1984,1985-86,22,HAR,NHL,57,33,35,68,15.0,124,27.0,6.0,0.0,8.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/dineeke01.jpg
148,Rightwing,Right,Kevin Dineen,1984-03,21,355,Retired,1984,1986-87,23,HAR,NHL,78,40,39,79,8.0,110,29.0,11.0,0.0,7.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/dineeke01.jpg
148,Rightwing,Right,Kevin Dineen,1984-03,21,355,Retired,1984,1987-88,24,HAR,NHL,74,25,25,50,-14.0,217,20.0,5.0,0.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/dineeke01.jpg
148,Rightwing,Right,Kevin Dineen,1984-03,21,355,Retired,1984,1988-89,25,HAR,NHL,79,45,44,89,-6.0,167,24.0,20.0,1.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/dineeke01.jpg
148,Rightwing,Right,Kevin Dineen,1984-03,21,355,Retired,1984,1989-90,26,HAR,NHL,67,25,41,66,7.0,164,15.0,8.0,2.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/dineeke01.jpg
148,Rightwing,Right,Kevin Dineen,1984-03,21,355,Retired,1984,1990-91,27,HAR,NHL,61,17,30,47,-15.0,104,13.0,4.0,0.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/dineeke01.jpg
148,Rightwing,Right,Kevin Dineen,1984-03,21,355,Retired,1984,1991-92,28,TOT,NHL,80,30,32,62,-5.0,153,21.0,6.0,3.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/dineeke01.jpg
148,Rightwing,Right,Kevin Dineen,1984-03,21,355,Retired,1984,1991-92,28,HAR,NHL,16,4,2,6,-6.0,23,3.0,1.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/dineeke01.jpg
148,Rightwing,Right,Kevin Dineen,1984-03,21,355,Retired,1984,1991-92,28,PHI,NHL,64,26,30,56,1.0,130,18.0,5.0,3.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/dineeke01.jpg
148,Rightwing,Right,Kevin Dineen,1984-03,21,355,Retired,1984,1992-93,29,PHI,NHL,83,35,28,63,14.0,201,26.0,6.0,3.0,7.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/dineeke01.jpg
148,Rightwing,Right,Kevin Dineen,1984-03,21,355,Retired,1984,1993-94,30,PHI,NHL,71,19,23,42,-9.0,113,13.0,5.0,1.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/dineeke01.jpg
148,Rightwing,Right,Kevin Dineen,1984-03,21,355,Retired,1984,1994-95,31,PHI,NHL,40,8,5,13,-1.0,39,4.0,4.0,0.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/dineeke01.jpg
148,Rightwing,Right,Kevin Dineen,1984-03,21,355,Retired,1984,1995-96,32,TOT,NHL,46,2,9,11,-1.0,117,2.0,0.0,0.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/dineeke01.jpg
148,Rightwing,Right,Kevin Dineen,1984-03,21,355,Retired,1984,1995-96,32,PHI,NHL,26,0,2,2,-8.0,50,0.0,0.0,0.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/dineeke01.jpg
148,Rightwing,Right,Kevin Dineen,1984-03,21,355,Retired,1984,1995-96,32,HAR,NHL,20,2,7,9,7.0,67,2.0,0.0,0.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/dineeke01.jpg
148,Rightwing,Right,Kevin Dineen,1984-03,21,355,Retired,1984,1996-97,33,HAR,NHL,78,19,29,48,-6.0,141,11.0,8.0,0.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/dineeke01.jpg
148,Rightwing,Right,Kevin Dineen,1984-03,21,355,Retired,1984,1997-98,34,CAR,NHL,54,7,16,23,-7.0,105,7.0,0.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/dineeke01.jpg
148,Rightwing,Right,Kevin Dineen,1984-03,21,355,Retired,1984,1998-99,35,CAR,NHL,67,8,10,18,5.0,97,8.0,0.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/dineeke01.jpg
148,Rightwing,Right,Kevin Dineen,1984-03,21,355,Retired,1984,1999-00,36,OTT,NHL,67,4,8,12,2.0,57,4.0,0.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/dineeke01.jpg
148,Rightwing,Right,Kevin Dineen,1984-03,21,355,Retired,1984,2000-01,37,CBJ,NHL,66,8,7,15,2.0,126,8.0,0.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/dineeke01.jpg
148,Rightwing,Right,Kevin Dineen,1984-03,21,355,Retired,1984,2001-02,38,CBJ,NHL,59,5,8,13,-6.0,62,5.0,0.0,0.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/dineeke01.jpg
148,Rightwing,Right,Kevin Dineen,1984-03,21,355,Retired,1984,2002-03,39,CBJ,NHL,4,0,0,0,0.0,12,0.0,0.0,0.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/dineeke01.jpg
152,Centre,Right,Patrice Bergeron,2003-20,19,350,Active,2003,2003-04,18,BOS,NHL,71,16,23,39,5.0,22,9.0,7.0,0.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bergepa01-2020.jpg
152,Centre,Right,Patrice Bergeron,2003-20,19,350,Active,2003,2005-06,20,BOS,NHL,81,31,42,73,3.0,22,18.0,12.0,1.0,6.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bergepa01-2020.jpg
152,Centre,Right,Patrice Bergeron,2003-20,19,350,Active,2003,2006-07,21,BOS,NHL,77,22,48,70,-28.0,26,8.0,14.0,0.0,6.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bergepa01-2020.jpg
152,Centre,Right,Patrice Bergeron,2003-20,19,350,Active,2003,2007-08,22,BOS,NHL,10,3,4,7,2.0,2,1.0,2.0,0.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bergepa01-2020.jpg
152,Centre,Right,Patrice Bergeron,2003-20,19,350,Active,2003,2008-09,23,BOS,NHL,64,8,31,39,2.0,16,6.0,1.0,1.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bergepa01-2020.jpg
152,Centre,Right,Patrice Bergeron,2003-20,19,350,Active,2003,2009-10,24,BOS,NHL,73,19,33,52,6.0,28,18.0,0.0,1.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bergepa01-2020.jpg
152,Centre,Right,Patrice Bergeron,2003-20,19,350,Active,2003,2010-11,25,BOS,NHL,80,22,35,57,20.0,26,17.0,3.0,2.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bergepa01-2020.jpg
152,Centre,Right,Patrice Bergeron,2003-20,19,350,Active,2003,2011-12,26,BOS,NHL,81,22,42,64,36.0,20,15.0,5.0,2.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bergepa01-2020.jpg
152,Centre,Right,Patrice Bergeron,2003-20,19,350,Active,2003,2012-13,27,BOS,NHL,42,10,22,32,24.0,18,8.0,2.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bergepa01-2020.jpg
152,Centre,Right,Patrice Bergeron,2003-20,19,350,Active,2003,2013-14,28,BOS,NHL,80,30,32,62,38.0,43,22.0,7.0,1.0,7.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bergepa01-2020.jpg
152,Centre,Right,Patrice Bergeron,2003-20,19,350,Active,2003,2014-15,29,BOS,NHL,81,23,32,55,2.0,44,18.0,4.0,1.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bergepa01-2020.jpg
152,Centre,Right,Patrice Bergeron,2003-20,19,350,Active,2003,2015-16,30,BOS,NHL,80,32,36,68,12.0,49,19.0,12.0,1.0,6.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bergepa01-2020.jpg
152,Centre,Right,Patrice Bergeron,2003-20,19,350,Active,2003,2016-17,31,BOS,NHL,79,21,32,53,12.0,24,13.0,8.0,0.0,7.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bergepa01-2020.jpg
152,Centre,Right,Patrice Bergeron,2003-20,19,350,Active,2003,2017-18,32,BOS,NHL,64,30,33,63,21.0,26,18.0,10.0,2.0,6.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bergepa01-2020.jpg
152,Centre,Right,Patrice Bergeron,2003-20,19,350,Active,2003,2018-19,33,BOS,NHL,65,32,47,79,23.0,30,19.0,9.0,4.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bergepa01-2020.jpg
152,Centre,Right,Patrice Bergeron,2003-20,19,350,Active,2003,2019-20,34,BOS,NHL,54,29,24,53,22.0,24,18.0,10.0,1.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bergepa01-2020.jpg
153,Rightwing,Right,Andy Bathgate,1952-71,21,349,Retired,1952,1959-60,27,NYR,NHL,70,26,48,74,4.0,28,23.0,3.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bathgan01.jpg
153,Rightwing,Right,Andy Bathgate,1952-71,21,349,Retired,1952,1960-61,28,NYR,NHL,70,29,48,77,-12.0,22,22.0,6.0,1.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bathgan01.jpg
153,Rightwing,Right,Andy Bathgate,1952-71,21,349,Retired,1952,1961-62,29,NYR,NHL,70,28,56,84,3.0,44,24.0,4.0,0.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bathgan01.jpg
153,Rightwing,Right,Andy Bathgate,1952-71,21,349,Retired,1952,1962-63,30,NYR,NHL,70,35,46,81,-5.0,54,30.0,5.0,0.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bathgan01.jpg
153,Rightwing,Right,Andy Bathgate,1952-71,21,349,Retired,1952,1963-64,31,TOT,NHL,71,19,58,77,-12.0,34,12.0,7.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bathgan01.jpg
153,Rightwing,Right,Andy Bathgate,1952-71,21,349,Retired,1952,1963-64,31,NYR,NHL,56,16,43,59,-18.0,26,11.0,5.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bathgan01.jpg
153,Rightwing,Right,Andy Bathgate,1952-71,21,349,Retired,1952,1963-64,31,TOR,NHL,15,3,15,18,6.0,8,3.0,0.0,0.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bathgan01.jpg
153,Rightwing,Right,Andy Bathgate,1952-71,21,349,Retired,1952,1964-65,32,TOR,NHL,55,16,29,45,5.0,34,10.0,6.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bathgan01.jpg
153,Rightwing,Right,Andy Bathgate,1952-71,21,349,Retired,1952,1965-66,33,DET,NHL,70,15,32,47,-5.0,25,11.0,4.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bathgan01.jpg
153,Rightwing,Right,Andy Bathgate,1952-71,21,349,Retired,1952,1966-67,34,DET,NHL,60,8,23,31,-15.0,24,8.0,0.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bathgan01.jpg
153,Rightwing,Right,Andy Bathgate,1952-71,21,349,Retired,1952,1967-68,35,PIT,NHL,74,20,39,59,-11.0,55,18.0,2.0,0.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bathgan01.jpg
153,Rightwing,Right,Andy Bathgate,1952-71,21,349,Retired,1952,1970-71,38,PIT,NHL,76,15,29,44,-12.0,34,8.0,7.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bathgan01.jpg
154,Centre,Left,Rick MacLeish,1970-84,16,349,Retired,1970,1970-71,21,PHI,NHL,26,2,4,6,-4.0,19,2.0,0.0,0.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/macleri01.jpg
154,Centre,Left,Rick MacLeish,1970-84,16,349,Retired,1970,1971-72,22,PHI,NHL,17,1,2,3,-9.0,9,1.0,0.0,0.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/macleri01.jpg
154,Centre,Left,Rick MacLeish,1970-84,16,349,Retired,1970,1972-73,23,PHI,NHL,78,50,50,100,16.0,69,27.0,21.0,2.0,6.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/macleri01.jpg
154,Centre,Left,Rick MacLeish,1970-84,16,349,Retired,1970,1973-74,24,PHI,NHL,78,32,45,77,21.0,42,15.0,13.0,4.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/macleri01.jpg
154,Centre,Left,Rick MacLeish,1970-84,16,349,Retired,1970,1974-75,25,PHI,NHL,80,38,41,79,29.0,50,24.0,11.0,3.0,8.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/macleri01.jpg
154,Centre,Left,Rick MacLeish,1970-84,16,349,Retired,1970,1975-76,26,PHI,NHL,51,22,23,45,6.0,16,15.0,6.0,1.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/macleri01.jpg
154,Centre,Left,Rick MacLeish,1970-84,16,349,Retired,1970,1976-77,27,PHI,NHL,79,49,48,97,46.0,42,38.0,10.0,1.0,8.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/macleri01.jpg
154,Centre,Left,Rick MacLeish,1970-84,16,349,Retired,1970,1977-78,28,PHI,NHL,76,31,39,70,24.0,33,22.0,7.0,2.0,7.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/macleri01.jpg
154,Centre,Left,Rick MacLeish,1970-84,16,349,Retired,1970,1978-79,29,PHI,NHL,71,26,32,58,4.0,47,14.0,7.0,5.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/macleri01.jpg
154,Centre,Left,Rick MacLeish,1970-84,16,349,Retired,1970,1979-80,30,PHI,NHL,78,31,35,66,24.0,28,22.0,6.0,3.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/macleri01.jpg
154,Centre,Left,Rick MacLeish,1970-84,16,349,Retired,1970,1980-81,31,PHI,NHL,78,38,36,74,22.0,25,24.0,14.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/macleri01.jpg
154,Centre,Left,Rick MacLeish,1970-84,16,349,Retired,1970,1981-82,32,TOT,NHL,74,19,28,47,-20.0,44,11.0,6.0,2.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/macleri01.jpg
154,Centre,Left,Rick MacLeish,1970-84,16,349,Retired,1970,1981-82,32,HAR,NHL,34,6,16,22,-13.0,16,2.0,4.0,0.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/macleri01.jpg
154,Centre,Left,Rick MacLeish,1970-84,16,349,Retired,1970,1981-82,32,PIT,NHL,40,13,12,25,-7.0,28,9.0,2.0,2.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/macleri01.jpg
154,Centre,Left,Rick MacLeish,1970-84,16,349,Retired,1970,1982-83,33,PIT,NHL,6,0,5,5,-5.0,2,0.0,0.0,0.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/macleri01.jpg
154,Centre,Left,Rick MacLeish,1970-84,16,349,Retired,1970,1983-84,34,TOT,NHL,54,10,22,32,0.0,8,7.0,3.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/macleri01.jpg
154,Centre,Left,Rick MacLeish,1970-84,16,349,Retired,1970,1983-84,34,PHI,NHL,29,8,14,22,4.0,4,5.0,3.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/macleri01.jpg
154,Centre,Left,Rick MacLeish,1970-84,16,349,Retired,1970,1983-84,34,DET,NHL,25,2,8,10,-4.0,4,2.0,0.0,0.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/macleri01.jpg
155,Centre,Left,John Tavares,2009-20,13,343,Active,2009,2009-10,19,NYI,NHL,82,24,30,54,-15.0,22,13.0,11.0,0.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/tavarjo01-2020.jpg
155,Centre,Left,John Tavares,2009-20,13,343,Active,2009,2010-11,20,NYI,NHL,79,29,38,67,-16.0,53,20.0,9.0,0.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/tavarjo01-2020.jpg
155,Centre,Left,John Tavares,2009-20,13,343,Active,2009,2011-12,21,NYI,NHL,82,31,50,81,-6.0,26,24.0,7.0,0.0,8.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/tavarjo01-2020.jpg
155,Centre,Left,John Tavares,2009-20,13,343,Active,2009,2012-13,22,NYI,NHL,48,28,19,47,-2.0,18,19.0,9.0,0.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/tavarjo01-2020.jpg
155,Centre,Left,John Tavares,2009-20,13,343,Active,2009,2013-14,23,NYI,NHL,59,24,42,66,-6.0,40,16.0,8.0,0.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/tavarjo01-2020.jpg
155,Centre,Left,John Tavares,2009-20,13,343,Active,2009,2014-15,24,NYI,NHL,82,38,48,86,5.0,46,25.0,13.0,0.0,8.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/tavarjo01-2020.jpg
155,Centre,Left,John Tavares,2009-20,13,343,Active,2009,2015-16,25,NYI,NHL,78,33,37,70,6.0,38,26.0,7.0,0.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/tavarjo01-2020.jpg
155,Centre,Left,John Tavares,2009-20,13,343,Active,2009,2016-17,26,NYI,NHL,77,28,38,66,4.0,38,20.0,7.0,1.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/tavarjo01-2020.jpg
155,Centre,Left,John Tavares,2009-20,13,343,Active,2009,2017-18,27,NYI,NHL,82,37,47,84,-12.0,26,23.0,12.0,2.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/tavarjo01-2020.jpg
155,Centre,Left,John Tavares,2009-20,13,343,Active,2009,2018-19,28,TOR,NHL,82,47,41,88,19.0,34,37.0,10.0,0.0,8.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/tavarjo01-2020.jpg
155,Centre,Left,John Tavares,2009-20,13,343,Active,2009,2019-20,29,TOR,NHL,56,24,30,54,-5.0,20,18.0,6.0,0.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/tavarjo01-2020.jpg
156,Centre,Left,Jonathan Toews,2007-20,15,343,Active,2007,2007-08,19,CHI,NHL,64,24,30,54,11.0,44,17.0,7.0,0.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/toewsjo01-2020.jpg
156,Centre,Left,Jonathan Toews,2007-20,15,343,Active,2007,2008-09,20,CHI,NHL,82,34,35,69,12.0,51,22.0,12.0,0.0,7.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/toewsjo01-2020.jpg
156,Centre,Left,Jonathan Toews,2007-20,15,343,Active,2007,2009-10,21,CHI,NHL,76,25,43,68,22.0,47,15.0,9.0,1.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/toewsjo01-2020.jpg
156,Centre,Left,Jonathan Toews,2007-20,15,343,Active,2007,2010-11,22,CHI,NHL,80,32,44,76,25.0,26,21.0,10.0,1.0,8.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/toewsjo01-2020.jpg
156,Centre,Left,Jonathan Toews,2007-20,15,343,Active,2007,2011-12,23,CHI,NHL,59,29,28,57,17.0,28,23.0,5.0,1.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/toewsjo01-2020.jpg
156,Centre,Left,Jonathan Toews,2007-20,15,343,Active,2007,2012-13,24,CHI,NHL,47,23,25,48,28.0,27,19.0,2.0,2.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/toewsjo01-2020.jpg
156,Centre,Left,Jonathan Toews,2007-20,15,343,Active,2007,2013-14,25,CHI,NHL,76,28,40,68,26.0,34,20.0,5.0,3.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/toewsjo01-2020.jpg
156,Centre,Left,Jonathan Toews,2007-20,15,343,Active,2007,2014-15,26,CHI,NHL,81,28,38,66,30.0,36,20.0,6.0,2.0,7.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/toewsjo01-2020.jpg
156,Centre,Left,Jonathan Toews,2007-20,15,343,Active,2007,2015-16,27,CHI,NHL,80,28,30,58,16.0,62,18.0,6.0,4.0,8.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/toewsjo01-2020.jpg
156,Centre,Left,Jonathan Toews,2007-20,15,343,Active,2007,2016-17,28,CHI,NHL,72,21,37,58,7.0,35,15.0,6.0,0.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/toewsjo01-2020.jpg
156,Centre,Left,Jonathan Toews,2007-20,15,343,Active,2007,2017-18,29,CHI,NHL,74,20,32,52,-1.0,47,18.0,2.0,0.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/toewsjo01-2020.jpg
156,Centre,Left,Jonathan Toews,2007-20,15,343,Active,2007,2018-19,30,CHI,NHL,82,35,46,81,2.0,40,25.0,9.0,1.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/toewsjo01-2020.jpg
156,Centre,Left,Jonathan Toews,2007-20,15,343,Active,2007,2019-20,31,CHI,NHL,62,16,36,52,-7.0,48,14.0,1.0,1.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/toewsjo01-2020.jpg
161,Centre,Right,Adam Oates,1985-04,21,341,Retired,1985,1985-86,23,DET,NHL,38,9,11,20,-25.0,10,8.0,1.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/oatesad01.jpg
161,Centre,Right,Adam Oates,1985-04,21,341,Retired,1985,1986-87,24,DET,NHL,76,15,32,47,-1.0,21,11.0,4.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/oatesad01.jpg
161,Centre,Right,Adam Oates,1985-04,21,341,Retired,1985,1987-88,25,DET,NHL,63,14,40,54,16.0,20,11.0,3.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/oatesad01.jpg
161,Centre,Right,Adam Oates,1985-04,21,341,Retired,1985,1988-89,26,DET,NHL,69,16,62,78,-1.0,14,14.0,2.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/oatesad01.jpg
161,Centre,Right,Adam Oates,1985-04,21,341,Retired,1985,1989-90,27,STL,NHL,80,23,79,102,9.0,30,15.0,6.0,2.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/oatesad01.jpg
161,Centre,Right,Adam Oates,1985-04,21,341,Retired,1985,1990-91,28,STL,NHL,61,25,90,115,15.0,29,21.0,3.0,1.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/oatesad01.jpg
161,Centre,Right,Adam Oates,1985-04,21,341,Retired,1985,1991-92,29,TOT,NHL,80,20,79,99,-9.0,22,14.0,6.0,0.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/oatesad01.jpg
161,Centre,Right,Adam Oates,1985-04,21,341,Retired,1985,1991-92,29,STL,NHL,54,10,59,69,-4.0,12,7.0,3.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/oatesad01.jpg
161,Centre,Right,Adam Oates,1985-04,21,341,Retired,1985,1991-92,29,BOS,NHL,26,10,20,30,-5.0,10,7.0,3.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/oatesad01.jpg
161,Centre,Right,Adam Oates,1985-04,21,341,Retired,1985,1992-93,30,BOS,NHL,84,45,97,142,15.0,32,20.0,24.0,1.0,11.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/oatesad01.jpg
161,Centre,Right,Adam Oates,1985-04,21,341,Retired,1985,1993-94,31,BOS,NHL,77,32,80,112,10.0,45,14.0,16.0,2.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/oatesad01.jpg
161,Centre,Right,Adam Oates,1985-04,21,341,Retired,1985,1994-95,32,BOS,NHL,48,12,41,53,-11.0,8,7.0,4.0,1.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/oatesad01.jpg
