rank,position,hand,player,years,years_active,total_goals,status,yr_start,season,age,team,league,season_games,goals,assists,points,plus_minus,penalty_min,goals_even,goals_power_play,goals_short_handed,goals_game_winner,headshot
161,Centre,Right,Adam Oates,1985-04,21,341,Retired,1985,1995-96,33,BOS,NHL,70,25,67,92,16.0,18,17.0,7.0,1.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/oatesad01.jpg
161,Centre,Right,Adam Oates,1985-04,21,341,Retired,1985,1996-97,34,TOT,NHL,80,22,60,82,-5.0,14,17.0,3.0,2.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/oatesad01.jpg
161,Centre,Right,Adam Oates,1985-04,21,341,Retired,1985,1996-97,34,BOS,NHL,63,18,52,70,-3.0,10,14.0,2.0,2.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/oatesad01.jpg
161,Centre,Right,Adam Oates,1985-04,21,341,Retired,1985,1996-97,34,WSH,NHL,17,4,8,12,-2.0,4,3.0,1.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/oatesad01.jpg
161,Centre,Right,Adam Oates,1985-04,21,341,Retired,1985,1997-98,35,WSH,NHL,82,18,58,76,6.0,36,13.0,3.0,2.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/oatesad01.jpg
161,Centre,Right,Adam Oates,1985-04,21,341,Retired,1985,1998-99,36,WSH,NHL,59,12,42,54,-1.0,22,9.0,3.0,0.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/oatesad01.jpg
161,Centre,Right,Adam Oates,1985-04,21,341,Retired,1985,1999-00,37,WSH,NHL,82,15,56,71,13.0,14,10.0,5.0,0.0,6.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/oatesad01.jpg
161,Centre,Right,Adam Oates,1985-04,21,341,Retired,1985,2000-01,38,WSH,NHL,81,13,69,82,-9.0,28,8.0,5.0,0.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/oatesad01.jpg
161,Centre,Right,Adam Oates,1985-04,21,341,Retired,1985,2001-02,39,TOT,NHL,80,14,64,78,-4.0,28,11.0,3.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/oatesad01.jpg
161,Centre,Right,Adam Oates,1985-04,21,341,Retired,1985,2001-02,39,WSH,NHL,66,11,57,68,-2.0,22,8.0,3.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/oatesad01.jpg
161,Centre,Right,Adam Oates,1985-04,21,341,Retired,1985,2001-02,39,PHI,NHL,14,3,7,10,-2.0,6,3.0,0.0,0.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/oatesad01.jpg
161,Centre,Right,Adam Oates,1985-04,21,341,Retired,1985,2002-03,40,MDA,NHL,67,9,36,45,-1.0,16,5.0,4.0,0.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/oatesad01.jpg
161,Centre,Right,Adam Oates,1985-04,21,341,Retired,1985,2003-04,41,EDM,NHL,60,2,16,18,0.0,8,1.0,1.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/oatesad01.jpg
162,Centre,Right,Jason Spezza,2002-20,20,341,Active,2002,2002-03,19,OTT,NHL,33,7,14,21,-3.0,8,4.0,3.0,0.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/spezzja01-2020.jpg
162,Centre,Right,Jason Spezza,2002-20,20,341,Active,2002,2003-04,20,OTT,NHL,78,22,33,55,22.0,71,17.0,5.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/spezzja01-2020.jpg
162,Centre,Right,Jason Spezza,2002-20,20,341,Active,2002,2005-06,22,OTT,NHL,68,19,71,90,23.0,33,12.0,7.0,0.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/spezzja01-2020.jpg
162,Centre,Right,Jason Spezza,2002-20,20,341,Active,2002,2006-07,23,OTT,NHL,67,34,53,87,19.0,45,20.0,13.0,1.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/spezzja01-2020.jpg
162,Centre,Right,Jason Spezza,2002-20,20,341,Active,2002,2007-08,24,OTT,NHL,76,34,58,92,26.0,66,23.0,11.0,0.0,6.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/spezzja01-2020.jpg
162,Centre,Right,Jason Spezza,2002-20,20,341,Active,2002,2008-09,25,OTT,NHL,82,32,41,73,-14.0,79,18.0,13.0,1.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/spezzja01-2020.jpg
162,Centre,Right,Jason Spezza,2002-20,20,341,Active,2002,2009-10,26,OTT,NHL,60,23,34,57,0.0,20,12.0,11.0,0.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/spezzja01-2020.jpg
162,Centre,Right,Jason Spezza,2002-20,20,341,Active,2002,2010-11,27,OTT,NHL,62,21,36,57,-7.0,28,14.0,7.0,0.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/spezzja01-2020.jpg
162,Centre,Right,Jason Spezza,2002-20,20,341,Active,2002,2011-12,28,OTT,NHL,80,34,50,84,11.0,36,24.0,10.0,0.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/spezzja01-2020.jpg
162,Centre,Right,Jason Spezza,2002-20,20,341,Active,2002,2012-13,29,OTT,NHL,5,2,3,5,3.0,2,1.0,1.0,0.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/spezzja01-2020.jpg
162,Centre,Right,Jason Spezza,2002-20,20,341,Active,2002,2013-14,30,OTT,NHL,75,23,43,66,-26.0,46,14.0,9.0,0.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/spezzja01-2020.jpg
162,Centre,Right,Jason Spezza,2002-20,20,341,Active,2002,2014-15,31,DAL,NHL,82,17,45,62,-7.0,28,13.0,4.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/spezzja01-2020.jpg
162,Centre,Right,Jason Spezza,2002-20,20,341,Active,2002,2015-16,32,DAL,NHL,75,33,30,63,4.0,22,24.0,9.0,0.0,7.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/spezzja01-2020.jpg
162,Centre,Right,Jason Spezza,2002-20,20,341,Active,2002,2016-17,33,DAL,NHL,68,15,35,50,-18.0,29,12.0,2.0,1.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/spezzja01-2020.jpg
162,Centre,Right,Jason Spezza,2002-20,20,341,Active,2002,2017-18,34,DAL,NHL,78,8,18,26,-12.0,12,4.0,4.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/spezzja01-2020.jpg
162,Centre,Right,Jason Spezza,2002-20,20,341,Active,2002,2018-19,35,DAL,NHL,76,8,19,27,-13.0,29,6.0,2.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/spezzja01-2020.jpg
162,Centre,Right,Jason Spezza,2002-20,20,341,Active,2002,2019-20,36,TOR,NHL,51,9,14,23,-3.0,18,7.0,2.0,0.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/spezzja01-2020.jpg
164,Defence,Right,Al MacInnis,1981-04,25,340,Retired,1981,1981-82,18,CGY,NHL,2,0,0,0,0.0,0,0.0,0.0,0.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/macinal01.jpg
164,Defence,Right,Al MacInnis,1981-04,25,340,Retired,1981,1982-83,19,CGY,NHL,14,1,3,4,0.0,9,1.0,0.0,0.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/macinal01.jpg
164,Defence,Right,Al MacInnis,1981-04,25,340,Retired,1981,1983-84,20,CGY,NHL,51,11,34,45,-1.0,42,4.0,7.0,0.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/macinal01.jpg
164,Defence,Right,Al MacInnis,1981-04,25,340,Retired,1981,1984-85,21,CGY,NHL,67,14,52,66,7.0,75,6.0,8.0,0.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/macinal01.jpg
164,Defence,Right,Al MacInnis,1981-04,25,340,Retired,1981,1985-86,22,CGY,NHL,77,11,57,68,37.0,76,7.0,4.0,0.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/macinal01.jpg
164,Defence,Right,Al MacInnis,1981-04,25,340,Retired,1981,1986-87,23,CGY,NHL,79,20,56,76,20.0,97,13.0,7.0,0.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/macinal01.jpg
164,Defence,Right,Al MacInnis,1981-04,25,340,Retired,1981,1987-88,24,CGY,NHL,80,25,58,83,13.0,114,16.0,7.0,2.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/macinal01.jpg
164,Defence,Right,Al MacInnis,1981-04,25,340,Retired,1981,1988-89,25,CGY,NHL,79,16,58,74,38.0,136,8.0,8.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/macinal01.jpg
164,Defence,Right,Al MacInnis,1981-04,25,340,Retired,1981,1989-90,26,CGY,NHL,79,28,62,90,20.0,82,13.0,14.0,1.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/macinal01.jpg
164,Defence,Right,Al MacInnis,1981-04,25,340,Retired,1981,1990-91,27,CGY,NHL,78,28,75,103,42.0,90,11.0,17.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/macinal01.jpg
164,Defence,Right,Al MacInnis,1981-04,25,340,Retired,1981,1991-92,28,CGY,NHL,72,20,57,77,13.0,83,9.0,11.0,0.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/macinal01.jpg
164,Defence,Right,Al MacInnis,1981-04,25,340,Retired,1981,1992-93,29,CGY,NHL,50,11,43,54,15.0,61,4.0,7.0,0.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/macinal01.jpg
164,Defence,Right,Al MacInnis,1981-04,25,340,Retired,1981,1993-94,30,CGY,NHL,75,28,54,82,35.0,95,15.0,12.0,1.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/macinal01.jpg
164,Defence,Right,Al MacInnis,1981-04,25,340,Retired,1981,1994-95,31,STL,NHL,32,8,20,28,19.0,43,6.0,2.0,0.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/macinal01.jpg
164,Defence,Right,Al MacInnis,1981-04,25,340,Retired,1981,1995-96,32,STL,NHL,82,17,44,61,5.0,88,7.0,9.0,1.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/macinal01.jpg
164,Defence,Right,Al MacInnis,1981-04,25,340,Retired,1981,1996-97,33,STL,NHL,72,13,30,43,2.0,65,6.0,6.0,1.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/macinal01.jpg
164,Defence,Right,Al MacInnis,1981-04,25,340,Retired,1981,1997-98,34,STL,NHL,71,19,30,49,6.0,80,9.0,9.0,1.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/macinal01.jpg
164,Defence,Right,Al MacInnis,1981-04,25,340,Retired,1981,1998-99,35,STL,NHL,82,20,42,62,33.0,70,8.0,11.0,1.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/macinal01.jpg
164,Defence,Right,Al MacInnis,1981-04,25,340,Retired,1981,1999-00,36,STL,NHL,61,11,28,39,20.0,34,5.0,6.0,0.0,7.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/macinal01.jpg
164,Defence,Right,Al MacInnis,1981-04,25,340,Retired,1981,2000-01,37,STL,NHL,59,12,42,54,23.0,52,5.0,6.0,1.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/macinal01.jpg
164,Defence,Right,Al MacInnis,1981-04,25,340,Retired,1981,2001-02,38,STL,NHL,71,11,35,46,3.0,52,5.0,6.0,0.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/macinal01.jpg
164,Defence,Right,Al MacInnis,1981-04,25,340,Retired,1981,2002-03,39,STL,NHL,80,16,52,68,22.0,61,6.0,9.0,1.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/macinal01.jpg
164,Defence,Right,Al MacInnis,1981-04,25,340,Retired,1981,2003-04,40,STL,NHL,3,0,2,2,-1.0,6,0.0,0.0,0.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/macinal01.jpg
165,Defence,Left,Phil Housley,1982-03,23,338,Retired,1982,1982-83,18,BUF,NHL,77,19,47,66,-4.0,39,8.0,11.0,0.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/houslph01.jpg
165,Defence,Left,Phil Housley,1982-03,23,338,Retired,1982,1983-84,19,BUF,NHL,75,31,46,77,1.0,33,16.0,13.0,2.0,6.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/houslph01.jpg
165,Defence,Left,Phil Housley,1982-03,23,338,Retired,1982,1984-85,20,BUF,NHL,73,16,53,69,15.0,28,13.0,3.0,0.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/houslph01.jpg
165,Defence,Left,Phil Housley,1982-03,23,338,Retired,1982,1985-86,21,BUF,NHL,79,15,47,62,-10.0,54,8.0,7.0,0.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/houslph01.jpg
165,Defence,Left,Phil Housley,1982-03,23,338,Retired,1982,1986-87,22,BUF,NHL,78,21,46,67,1.0,57,12.0,8.0,1.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/houslph01.jpg
165,Defence,Left,Phil Housley,1982-03,23,338,Retired,1982,1987-88,23,BUF,NHL,74,29,37,66,-17.0,96,23.0,6.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/houslph01.jpg
165,Defence,Left,Phil Housley,1982-03,23,338,Retired,1982,1988-89,24,BUF,NHL,72,26,44,70,6.0,47,21.0,5.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/houslph01.jpg
165,Defence,Left,Phil Housley,1982-03,23,338,Retired,1982,1989-90,25,BUF,NHL,80,21,60,81,11.0,32,12.0,8.0,1.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/houslph01.jpg
165,Defence,Left,Phil Housley,1982-03,23,338,Retired,1982,1990-91,26,WIN,NHL,78,23,53,76,-13.0,24,10.0,12.0,1.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/houslph01.jpg
165,Defence,Left,Phil Housley,1982-03,23,338,Retired,1982,1991-92,27,WIN,NHL,74,23,63,86,-5.0,92,12.0,11.0,0.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/houslph01.jpg
165,Defence,Left,Phil Housley,1982-03,23,338,Retired,1982,1992-93,28,WIN,NHL,80,18,79,97,-14.0,52,12.0,6.0,0.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/houslph01.jpg
165,Defence,Left,Phil Housley,1982-03,23,338,Retired,1982,1993-94,29,STL,NHL,26,7,15,22,-5.0,12,3.0,4.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/houslph01.jpg
165,Defence,Left,Phil Housley,1982-03,23,338,Retired,1982,1994-95,30,CGY,NHL,43,8,35,43,17.0,18,5.0,3.0,0.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/houslph01.jpg
165,Defence,Left,Phil Housley,1982-03,23,338,Retired,1982,1995-96,31,TOT,NHL,81,17,51,68,-6.0,30,11.0,6.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/houslph01.jpg
165,Defence,Left,Phil Housley,1982-03,23,338,Retired,1982,1995-96,31,CGY,NHL,59,16,36,52,-2.0,22,10.0,6.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/houslph01.jpg
165,Defence,Left,Phil Housley,1982-03,23,338,Retired,1982,1995-96,31,NJD,NHL,22,1,15,16,-4.0,8,1.0,0.0,0.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/houslph01.jpg
165,Defence,Left,Phil Housley,1982-03,23,338,Retired,1982,1996-97,32,WSH,NHL,77,11,29,40,-10.0,24,7.0,3.0,1.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/houslph01.jpg
165,Defence,Left,Phil Housley,1982-03,23,338,Retired,1982,1997-98,33,WSH,NHL,64,6,25,31,-10.0,24,1.0,4.0,1.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/houslph01.jpg
165,Defence,Left,Phil Housley,1982-03,23,338,Retired,1982,1998-99,34,CGY,NHL,79,11,43,54,14.0,52,7.0,4.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/houslph01.jpg
165,Defence,Left,Phil Housley,1982-03,23,338,Retired,1982,1999-00,35,CGY,NHL,78,11,44,55,-12.0,24,6.0,5.0,0.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/houslph01.jpg
165,Defence,Left,Phil Housley,1982-03,23,338,Retired,1982,2000-01,36,CGY,NHL,69,4,30,34,-15.0,24,4.0,0.0,0.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/houslph01.jpg
165,Defence,Left,Phil Housley,1982-03,23,338,Retired,1982,2001-02,37,CHI,NHL,80,15,24,39,-3.0,34,7.0,8.0,0.0,6.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/houslph01.jpg
165,Defence,Left,Phil Housley,1982-03,23,338,Retired,1982,2002-03,38,TOT,NHL,58,6,23,29,6.0,26,4.0,2.0,0.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/houslph01.jpg
165,Defence,Left,Phil Housley,1982-03,23,338,Retired,1982,2002-03,38,CHI,NHL,57,6,23,29,7.0,24,4.0,2.0,0.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/houslph01.jpg
165,Defence,Left,Phil Housley,1982-03,23,338,Retired,1982,2002-03,38,TOR,NHL,1,0,0,0,-1.0,2,0.0,0.0,0.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/houslph01.jpg
166,Centre,Right,Alexei Yashin,1993-07,16,337,Retired,1993,1993-94,20,OTT,NHL,83,30,49,79,-49.0,22,17.0,11.0,2.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/yashial01.jpg
166,Centre,Right,Alexei Yashin,1993-07,16,337,Retired,1993,1994-95,21,OTT,NHL,47,21,23,44,-20.0,20,10.0,11.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/yashial01.jpg
166,Centre,Right,Alexei Yashin,1993-07,16,337,Retired,1993,1995-96,22,OTT,NHL,46,15,24,39,-15.0,28,7.0,8.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/yashial01.jpg
166,Centre,Right,Alexei Yashin,1993-07,16,337,Retired,1993,1996-97,23,OTT,NHL,82,35,40,75,-7.0,44,25.0,10.0,0.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/yashial01.jpg
166,Centre,Right,Alexei Yashin,1993-07,16,337,Retired,1993,1997-98,24,OTT,NHL,82,33,39,72,6.0,24,28.0,5.0,0.0,6.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/yashial01.jpg
166,Centre,Right,Alexei Yashin,1993-07,16,337,Retired,1993,1998-99,25,OTT,NHL,82,44,50,94,16.0,54,25.0,19.0,0.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/yashial01.jpg
166,Centre,Right,Alexei Yashin,1993-07,16,337,Retired,1993,2000-01,27,OTT,NHL,82,40,48,88,10.0,30,25.0,13.0,2.0,10.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/yashial01.jpg
166,Centre,Right,Alexei Yashin,1993-07,16,337,Retired,1993,2001-02,28,NYI,NHL,78,32,43,75,-3.0,25,17.0,15.0,0.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/yashial01.jpg
166,Centre,Right,Alexei Yashin,1993-07,16,337,Retired,1993,2002-03,29,NYI,NHL,81,26,39,65,-12.0,32,12.0,14.0,0.0,7.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/yashial01.jpg
166,Centre,Right,Alexei Yashin,1993-07,16,337,Retired,1993,2003-04,30,NYI,NHL,47,15,19,34,-1.0,10,12.0,3.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/yashial01.jpg
166,Centre,Right,Alexei Yashin,1993-07,16,337,Retired,1993,2005-06,32,NYI,NHL,82,28,38,66,-14.0,68,18.0,10.0,0.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/yashial01.jpg
166,Centre,Right,Alexei Yashin,1993-07,16,337,Retired,1993,2006-07,33,NYI,NHL,58,18,32,50,6.0,44,13.0,5.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/yashial01.jpg
168,Leftwing,Left,Henrik Zetterberg,2002-18,18,337,Retired,2002,2002-03,22,DET,NHL,79,22,22,44,6.0,8,16.0,5.0,1.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/zettehe01-2017.jpg
168,Leftwing,Left,Henrik Zetterberg,2002-18,18,337,Retired,2002,2003-04,23,DET,NHL,61,15,28,43,15.0,14,7.0,7.0,1.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/zettehe01-2017.jpg
168,Leftwing,Left,Henrik Zetterberg,2002-18,18,337,Retired,2002,2005-06,25,DET,NHL,77,39,46,85,29.0,30,21.0,17.0,1.0,9.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/zettehe01-2017.jpg
168,Leftwing,Left,Henrik Zetterberg,2002-18,18,337,Retired,2002,2006-07,26,DET,NHL,63,33,35,68,26.0,36,21.0,11.0,1.0,10.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/zettehe01-2017.jpg
168,Leftwing,Left,Henrik Zetterberg,2002-18,18,337,Retired,2002,2007-08,27,DET,NHL,75,43,49,92,30.0,34,26.0,16.0,1.0,7.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/zettehe01-2017.jpg
168,Leftwing,Left,Henrik Zetterberg,2002-18,18,337,Retired,2002,2008-09,28,DET,NHL,77,31,42,73,13.0,36,17.0,12.0,2.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/zettehe01-2017.jpg
168,Leftwing,Left,Henrik Zetterberg,2002-18,18,337,Retired,2002,2009-10,29,DET,NHL,74,23,47,70,12.0,26,20.0,3.0,0.0,6.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/zettehe01-2017.jpg
168,Leftwing,Left,Henrik Zetterberg,2002-18,18,337,Retired,2002,2010-11,30,DET,NHL,80,24,56,80,-1.0,40,14.0,10.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/zettehe01-2017.jpg
168,Leftwing,Left,Henrik Zetterberg,2002-18,18,337,Retired,2002,2011-12,31,DET,NHL,82,22,47,69,14.0,47,19.0,3.0,0.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/zettehe01-2017.jpg
168,Leftwing,Left,Henrik Zetterberg,2002-18,18,337,Retired,2002,2012-13,32,DET,NHL,46,11,37,48,2.0,18,5.0,4.0,2.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/zettehe01-2017.jpg
168,Leftwing,Left,Henrik Zetterberg,2002-18,18,337,Retired,2002,2013-14,33,DET,NHL,45,16,32,48,19.0,20,13.0,3.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/zettehe01-2017.jpg
168,Leftwing,Left,Henrik Zetterberg,2002-18,18,337,Retired,2002,2014-15,34,DET,NHL,77,17,49,66,-6.0,32,13.0,4.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/zettehe01-2017.jpg
168,Leftwing,Left,Henrik Zetterberg,2002-18,18,337,Retired,2002,2015-16,35,DET,NHL,82,13,37,50,-15.0,24,11.0,2.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/zettehe01-2017.jpg
168,Leftwing,Left,Henrik Zetterberg,2002-18,18,337,Retired,2002,2016-17,36,DET,NHL,82,17,51,68,15.0,22,15.0,2.0,0.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/zettehe01-2017.jpg
168,Leftwing,Left,Henrik Zetterberg,2002-18,18,337,Retired,2002,2017-18,37,DET,NHL,82,11,45,56,1.0,14,10.0,1.0,0.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/zettehe01-2017.jpg
170,Centre,Left,Anze Kopitar,2006-20,16,330,Active,2006,2006-07,19,LAK,NHL,72,20,41,61,-12.0,24,11.0,7.0,2.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/kopitan01-2020.jpg
170,Centre,Left,Anze Kopitar,2006-20,16,330,Active,2006,2007-08,20,LAK,NHL,82,32,45,77,-15.0,22,18.0,12.0,2.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/kopitan01-2020.jpg
170,Centre,Left,Anze Kopitar,2006-20,16,330,Active,2006,2008-09,21,LAK,NHL,82,27,39,66,-17.0,32,19.0,7.0,1.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/kopitan01-2020.jpg
170,Centre,Left,Anze Kopitar,2006-20,16,330,Active,2006,2009-10,22,LAK,NHL,82,34,47,81,6.0,16,19.0,14.0,1.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/kopitan01-2020.jpg
170,Centre,Left,Anze Kopitar,2006-20,16,330,Active,2006,2010-11,23,LAK,NHL,75,25,48,73,25.0,20,18.0,6.0,1.0,6.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/kopitan01-2020.jpg
170,Centre,Left,Anze Kopitar,2006-20,16,330,Active,2006,2011-12,24,LAK,NHL,82,25,51,76,12.0,20,15.0,8.0,2.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/kopitan01-2020.jpg
170,Centre,Left,Anze Kopitar,2006-20,16,330,Active,2006,2012-13,25,LAK,NHL,47,10,32,42,14.0,16,10.0,0.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/kopitan01-2020.jpg
